protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate,actual,predict
1,45,1,0,296,0.0,0.05,255,12,0.05,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,275,0.73,0.06,255,19,0.07,0.07,0.0,0.0,0.7,0.29,dos,dos
1,19,5,0,40,1.0,0.1,255,62,0.24,0.02,0.0,0.0,0.97,0.0,dos,dos
1,4,1,0,280,0.0,0.06,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,285,0.0,0.06,255,15,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,30,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,57,5,0,126,1.0,0.07,255,2,0.01,0.06,0.0,0.0,1.0,0.0,dos,dos
1,62,1,0,244,0.0,0.07,255,11,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,278,0.0,0.06,255,7,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,66,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
0,14,9,1032,447,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,144,0.0,0.06,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,240,0.0,0.06,255,1,0.0,0.06,0.0,0.0,0.0,1.0,dos,dos
1,62,1,0,262,0.31,0.06,255,9,0.04,0.06,0.0,0.0,0.32,0.68,dos,dos
0,14,9,1032,511,0.0,0.0,102,101,0.99,0.02,0.99,0.0,0.0,0.0,dos,dos
1,48,2,0,115,0.0,0.07,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,55,9,0,1,0.0,0.0,255,210,0.82,0.18,0.0,0.0,0.5,0.17,outlier,dos
1,48,5,0,138,1.0,0.06,255,1,0.0,0.06,0.0,0.0,1.0,0.0,dos,dos
1,28,1,0,270,0.0,0.06,255,12,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,237,0.0,0.06,255,15,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,7,1,0,204,0.0,0.07,255,6,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,29,5,0,290,1.0,0.06,255,16,0.06,0.06,0.0,0.0,1.0,0.0,dos,dos
1,12,2,0,122,0.0,0.07,255,9,0.04,0.06,0.0,0.0,0.0,0.87,dos,dos
1,51,1,0,224,0.0,0.06,255,20,0.08,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,269,0.79,0.06,255,12,0.05,0.07,0.0,0.0,0.77,0.22,dos,dos
0,14,9,508,400,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,236,0.0,0.08,255,14,0.05,0.09,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,286,1.0,0.06,255,18,0.07,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,112,1.0,0.06,255,17,0.07,0.06,0.0,0.0,1.0,0.0,dos,dos
1,43,5,0,1,1.0,0.0,21,7,0.33,0.14,0.05,0.0,1.0,0.0,outlier,dos
1,45,1,0,105,0.0,0.06,255,17,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,47,1,0,227,0.0,0.07,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,226,0.0,0.07,255,7,0.03,0.08,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,510,0.0,0.0,143,126,0.88,0.01,0.88,0.0,0.0,0.01,dos,dos
1,24,1,0,2,0.0,1.0,255,65,0.25,0.01,0.0,0.0,0.0,0.67,outlier,dos
0,14,9,1008,403,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,131,0.0,0.06,255,19,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,4,5,0,110,1.0,0.05,255,11,0.04,0.06,0.0,0.0,1.0,0.0,dos,dos
1,38,2,0,258,0.0,0.06,255,14,0.05,0.07,0.0,0.0,0.0,0.99,dos,dos
1,55,5,0,1,1.0,0.0,97,85,0.34,0.03,0.01,0.02,1.0,0.0,outlier,dos
1,45,1,0,124,0.0,0.06,255,6,0.02,0.05,0.0,0.0,0.0,1.0,dos,dos
1,34,5,0,172,1.0,0.09,255,20,0.08,0.1,0.0,0.0,1.0,0.0,dos,dos
1,24,2,0,2,0.0,1.0,255,20,0.08,0.02,0.0,0.0,0.0,0.3,outlier,dos
1,45,1,0,149,0.0,0.05,255,10,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,244,0.0,0.07,255,16,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,51,1,0,141,0.0,0.06,255,15,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,272,0.0,0.06,158,13,0.08,0.08,0.01,0.0,0.0,1.0,dos,dos
1,45,5,0,107,1.0,0.07,255,13,0.05,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,231,0.03,0.07,255,14,0.05,0.08,0.0,0.0,0.03,0.97,dos,dos
1,45,1,0,287,0.0,0.06,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,456,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,27,1,0,95,0.0,0.07,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,11,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,107,0.0,0.07,255,10,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,42,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,257,0.0,0.06,255,15,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,107,0.0,0.07,255,9,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,254,1.0,0.06,255,17,0.07,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,206,0.0,0.07,255,14,0.05,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,214,0.0,0.06,255,10,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,444,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,259,0.0,0.07,255,16,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,116,0.0,0.07,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,254,1.0,0.06,255,13,0.05,0.06,0.0,0.0,1.0,0.0,dos,dos
1,19,5,0,220,1.0,0.06,255,10,0.04,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,250,1.0,0.06,255,12,0.05,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,147,0.0,0.05,255,15,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,133,1.0,0.06,255,11,0.04,0.06,0.0,0.0,0.96,0.0,dos,dos
1,18,9,163,1,0.0,0.0,255,13,0.05,0.82,0.0,0.0,0.0,0.81,r2l,dos
0,14,9,1008,160,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,96,0.0,0.07,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,43,9,32,1,0.0,0.0,255,164,0.64,0.02,0.0,0.0,0.0,0.13,r2l,dos
1,24,2,0,3,0.0,1.0,222,58,0.23,0.02,0.0,0.03,0.0,0.86,outlier,dos
1,45,5,0,182,1.0,0.09,255,18,0.07,0.08,0.0,0.0,1.0,0.0,dos,dos
1,25,1,0,250,0.0,0.07,255,18,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,49,9,2599,3,0.0,0.0,255,135,0.53,0.15,0.0,0.0,0.0,0.45,outlier,dos
1,45,1,0,221,0.0,0.07,255,8,0.03,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,137,0.0,0.07,255,16,0.06,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,130,1.0,0.06,255,12,0.05,0.07,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1032,128,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,19,1,0,23,0.0,0.17,255,59,0.23,0.11,0.01,0.0,0.0,1.0,dos,dos
1,45,1,0,281,0.0,0.06,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,54,1,0,285,0.0,0.06,255,13,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,182,1.0,0.07,255,1,0.0,0.06,0.0,0.0,1.0,0.0,dos,dos
1,55,5,0,1,1.0,0.0,32,87,0.38,0.09,0.03,0.03,1.0,0.0,outlier,dos
1,2,5,0,224,1.0,0.06,255,7,0.03,0.07,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1008,281,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,144,0.0,0.06,255,11,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,53,1,0,232,0.0,0.07,255,1,0.0,0.08,0.0,0.0,0.0,1.0,dos,dos
1,22,1,0,3,0.0,0.67,255,56,0.22,0.11,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,217,0.0,0.08,255,5,0.02,0.09,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,117,1.0,0.07,255,8,0.03,0.06,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,296,0.0,0.06,255,20,0.08,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,130,0.0,0.07,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,219,0.0,0.06,255,8,0.03,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,110,1.0,0.06,255,6,0.02,0.06,0.0,0.0,1.0,0.0,dos,dos
1,24,2,0,2,0.0,1.0,215,59,0.23,0.02,0.0,0.03,0.01,0.87,outlier,dos
1,24,2,0,3,0.0,0.67,255,53,0.21,0.02,0.0,0.0,0.0,0.76,outlier,dos
1,2,1,0,210,0.0,0.06,255,7,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
1,22,4,86392,12,0.0,0.0,255,230,0.9,0.02,0.0,0.0,0.0,0.05,outlier,dos
0,14,9,1032,510,0.0,0.0,255,77,0.3,0.02,0.31,0.0,0.0,0.0,dos,dos
1,45,2,0,126,0.0,0.06,255,18,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,294,0.0,0.05,255,19,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,217,0.0,0.06,255,9,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,189,1.0,0.08,255,13,0.05,0.09,0.0,0.0,1.0,0.0,dos,dos
1,24,5,0,1,1.0,0.0,122,86,0.34,0.02,0.01,0.02,1.0,0.0,outlier,dos
1,62,5,0,167,1.0,0.09,255,13,0.05,0.09,0.0,0.0,1.0,0.0,dos,dos
1,3,5,0,244,1.0,0.07,255,7,0.03,0.07,0.0,0.0,1.0,0.0,dos,dos
1,16,5,0,43,1.0,0.19,255,6,0.02,0.15,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,104,0.0,0.07,255,4,0.02,0.05,0.0,0.0,0.0,1.0,dos,dos
1,61,1,0,252,0.0,0.06,255,6,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,37,1,0,128,0.0,0.07,255,20,0.08,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,215,0.0,0.08,255,13,0.05,0.09,0.0,0.0,0.0,1.0,dos,dos
1,7,5,0,110,1.0,0.05,255,11,0.04,0.05,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,186,1.0,0.09,255,10,0.04,0.09,0.0,0.0,1.0,0.0,dos,dos
1,55,5,0,14,1.0,0.29,255,65,0.25,0.02,0.02,0.0,0.97,0.0,dos,dos
1,45,5,0,252,1.0,0.07,255,3,0.01,0.07,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,205,0.0,0.06,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,105,0.0,0.0,255,102,0.4,0.57,0.4,0.0,0.1,0.5,dos,dos
1,4,5,0,171,1.0,0.09,255,4,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,140,1.0,0.09,255,5,0.02,0.09,0.0,0.0,1.0,0.0,dos,dos
1,45,5,0,247,1.0,0.06,255,9,0.04,0.07,0.0,0.0,1.0,0.0,dos,dos
1,16,2,0,130,0.0,0.06,255,8,0.03,0.05,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,356,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,5,0,250,1.0,0.06,255,10,0.04,0.08,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1032,511,0.0,0.0,255,129,0.51,0.01,0.51,0.0,0.0,0.0,dos,dos
1,17,2,0,235,0.0,0.06,255,11,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,141,0.0,0.06,255,16,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,28,1,0,103,0.0,0.07,255,18,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,24,1,0,2,0.0,1.0,255,22,0.09,0.03,0.0,0.0,0.0,0.29,outlier,dos
1,45,5,0,128,1.0,0.05,138,13,0.09,0.07,0.01,0.0,1.0,0.0,dos,dos
1,55,5,0,1,1.0,0.0,19,86,0.37,0.16,0.05,0.03,1.0,0.0,outlier,dos
0,14,9,1480,1,0.0,0.0,3,31,0.33,0.67,1.0,0.52,0.0,0.0,dos,dos
1,45,1,0,263,0.0,0.06,255,13,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,511,0.0,0.0,25,8,0.32,0.08,0.32,0.0,0.0,0.04,dos,dos
1,45,1,0,117,0.0,0.08,255,12,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,147,1.0,0.06,255,7,0.03,0.05,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,266,0.0,0.06,255,11,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,231,0.0,0.06,255,9,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,10,5,0,276,1.0,0.06,255,17,0.07,0.06,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1008,62,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,31,1,0,185,0.0,0.06,255,17,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,43,9,32,1,0.0,0.0,255,140,0.55,0.02,0.0,0.0,0.0,0.16,r2l,dos
1,24,2,0,2,0.0,1.0,255,29,0.11,0.03,0.0,0.0,0.0,0.38,outlier,dos
1,45,1,0,236,0.0,0.06,255,17,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,34,1,0,249,0.0,0.07,255,6,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,144,0.0,0.06,255,16,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,234,0.0,0.06,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,54,1,0,294,0.0,0.05,255,18,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,106,1.0,0.08,255,5,0.02,0.06,0.0,0.0,1.0,0.0,dos,dos
0,14,9,508,462,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,237,0.0,0.07,255,8,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,109,0.0,0.0,255,254,1.0,0.01,1.0,0.0,0.0,0.0,dos,dos
1,5,5,0,120,1.0,0.07,255,6,0.02,0.06,0.0,0.0,1.0,0.0,dos,dos
1,59,2,0,120,0.0,0.08,255,16,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,111,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,5,0,274,1.0,0.06,255,16,0.06,0.06,0.0,0.0,1.0,0.0,dos,dos
1,28,1,0,140,0.0,0.06,255,4,0.02,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,268,0.0,0.06,255,14,0.05,0.07,0.0,0.0,0.0,0.99,dos,dos
1,18,9,156,1,0.0,0.0,255,18,0.07,0.93,0.0,0.0,0.0,0.92,r2l,dos
1,26,1,0,140,0.0,0.06,255,19,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,270,0.0,0.06,255,2,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,118,1.0,0.06,178,11,0.06,0.06,0.01,0.0,1.0,0.0,dos,dos
1,45,1,0,253,0.0,0.07,255,4,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,55,2,0,288,0.0,0.06,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,359,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,6,1,0,282,0.0,0.06,255,11,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,213,0.0,0.08,255,14,0.05,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,262,0.0,0.06,255,20,0.08,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,510,0.0,0.0,255,187,0.73,0.01,0.73,0.0,0.0,0.0,dos,dos
1,45,5,0,112,1.0,0.09,255,12,0.05,0.14,0.0,0.0,1.0,0.0,dos,dos
1,45,1,0,121,0.0,0.07,255,17,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,227,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,233,0.0,0.07,255,12,0.05,0.08,0.0,0.0,0.0,1.0,dos,dos
1,18,9,156,1,0.0,0.0,255,17,0.07,0.94,0.0,0.0,0.0,0.93,r2l,dos
0,14,9,520,383,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,31,5,0,170,1.0,0.08,255,16,0.06,0.09,0.0,0.0,1.0,0.0,dos,dos
1,55,9,0,1,0.0,0.0,255,221,0.87,0.14,0.0,0.0,0.5,0.14,outlier,dos
1,60,1,0,258,0.0,0.07,255,4,0.02,0.07,0.0,0.0,0.0,0.99,dos,dos
1,45,5,0,128,1.0,0.06,88,3,0.03,0.08,0.01,0.0,1.0,0.0,dos,dos
1,45,1,0,236,0.0,0.06,255,16,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,52,2,0,231,0.0,0.06,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,130,1.0,0.06,255,15,0.06,0.06,0.0,0.0,1.0,0.0,dos,dos
1,34,1,0,233,0.0,0.07,255,16,0.06,0.08,0.0,0.0,0.0,1.0,dos,dos
0,14,9,508,511,0.0,0.0,255,172,0.67,0.02,0.67,0.0,0.0,0.29,dos,dos
1,38,5,0,204,1.0,0.08,255,7,0.03,0.08,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1032,209,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,106,0.0,0.07,255,11,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,131,1.0,0.08,255,18,0.07,0.08,0.0,0.0,1.0,0.0,dos,dos
1,43,2,0,210,0.0,0.08,255,2,0.01,0.09,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,105,0.0,0.06,104,17,0.16,0.06,0.01,0.0,0.0,1.0,dos,dos
1,18,2,0,211,0.0,0.08,255,1,0.0,0.08,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,191,1.0,0.08,255,6,0.02,0.08,0.0,0.0,1.0,0.0,dos,dos
1,43,5,0,1,1.0,0.0,12,5,0.33,0.25,0.08,0.4,1.0,0.0,outlier,dos
1,8,2,0,144,0.0,0.06,255,14,0.05,0.05,0.0,0.0,0.0,0.97,dos,dos
1,29,5,0,300,1.0,0.05,255,20,0.08,0.06,0.0,0.0,1.0,0.0,dos,dos
1,10,1,0,129,0.0,0.06,255,9,0.04,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,262,0.0,0.06,255,19,0.07,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,278,0.0,0.06,255,19,0.07,0.07,0.0,0.0,0.0,0.99,dos,dos
1,17,2,0,277,0.0,0.06,255,5,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,107,0.0,0.07,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1008,485,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,108,0.0,0.06,255,11,0.04,0.05,0.0,0.0,0.29,0.71,dos,dos
0,14,9,520,509,0.0,0.0,59,61,1.0,0.0,1.0,0.03,0.0,0.0,dos,dos
1,45,1,0,241,0.0,0.07,255,3,0.01,0.07,0.0,0.0,0.0,1.0,dos,dos
1,29,1,0,263,0.02,0.06,255,10,0.04,0.06,0.0,0.0,0.02,0.98,dos,dos
1,18,9,156,1,0.0,0.0,255,18,0.07,0.93,0.0,0.0,0.0,0.92,r2l,dos
1,30,2,0,138,0.0,0.05,255,20,0.08,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,275,0.0,0.06,255,11,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,223,0.0,0.06,255,17,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,284,1.0,0.06,255,17,0.07,0.06,0.0,0.0,1.0,0.0,dos,dos
1,29,1,0,258,0.0,0.07,255,14,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,155,0.24,1.0,255,1,0.0,0.44,0.0,0.0,0.18,0.74,probe,dos
1,24,2,0,2,0.0,1.0,255,47,0.18,0.02,0.0,0.0,0.0,0.66,outlier,dos
1,55,5,0,1,1.0,0.0,37,86,0.35,0.08,0.03,0.03,1.0,0.0,outlier,dos
1,55,8,0,1,1.0,0.0,255,57,0.22,0.69,0.0,0.0,0.13,0.67,outlier,dos
1,45,5,0,223,1.0,0.07,255,10,0.04,0.07,0.0,0.0,1.0,0.0,dos,dos
1,22,4,33580,2,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.07,dos,dos
1,45,1,0,256,0.0,0.06,68,2,0.03,0.1,0.01,0.0,0.0,1.0,dos,dos
0,14,9,1032,424,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,109,0.0,0.06,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,232,0.0,0.07,255,13,0.05,0.08,0.0,0.0,0.0,1.0,dos,dos
1,16,2,0,101,0.0,0.06,255,8,0.03,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,188,1.0,0.09,255,13,0.05,0.09,0.0,0.0,1.0,0.0,dos,dos
1,4,1,0,248,0.0,0.06,255,19,0.07,0.07,0.0,0.0,0.0,1.0,dos,dos
1,12,2,0,223,0.0,0.06,255,20,0.08,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,194,0.0,0.07,255,4,0.02,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,110,1.0,0.06,255,4,0.02,0.07,0.0,0.0,1.0,0.0,dos,dos
1,24,1,0,239,0.0,0.07,255,14,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,55,5,0,200,1.0,0.06,255,1,0.0,0.07,0.0,0.0,1.0,0.0,dos,dos
1,44,2,0,100,0.0,0.07,255,16,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,292,1.0,0.06,255,16,0.06,0.07,0.0,0.0,1.0,0.0,dos,dos
1,32,5,0,127,1.0,0.07,255,6,0.02,0.06,0.0,0.0,1.0,0.0,dos,dos
1,55,5,0,1,1.0,0.0,67,80,0.34,0.04,0.01,0.03,1.0,0.0,outlier,dos
1,45,5,0,48,1.0,0.15,255,6,0.02,0.15,0.0,0.0,0.99,0.0,dos,dos
1,24,5,0,1,1.0,0.0,17,6,0.35,0.18,0.06,0.0,1.0,0.0,outlier,dos
1,22,4,74024,10,0.0,0.0,239,236,0.99,0.01,0.0,0.0,0.0,0.06,outlier,dos
1,45,1,0,111,0.0,0.06,255,11,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,110,0.0,0.07,255,19,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,103,0.0,0.06,255,10,0.04,0.05,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,232,0.0,0.06,255,7,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
1,54,1,0,195,0.0,0.08,255,6,0.02,0.08,0.0,0.0,0.0,1.0,dos,dos
1,8,2,0,199,0.0,0.06,255,16,0.06,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,5,0,251,0.3,0.06,255,9,0.04,0.07,0.0,0.0,0.3,0.7,dos,dos
1,45,1,0,247,0.0,0.06,255,13,0.05,0.07,0.0,0.0,0.0,1.0,dos,dos
1,55,5,0,169,1.0,0.08,255,10,0.04,0.09,0.0,0.0,1.0,0.0,dos,dos
1,22,4,76944,24,0.0,0.0,253,250,0.99,0.01,0.0,0.0,0.0,0.11,outlier,dos
0,14,9,508,511,0.0,0.0,255,212,0.83,0.02,0.83,0.0,0.0,0.16,dos,dos
1,4,1,0,298,0.0,0.06,255,2,0.01,0.06,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,107,0.0,0.07,255,4,0.02,0.06,0.0,0.0,0.0,1.0,dos,dos
1,15,5,0,141,1.0,0.06,255,11,0.04,0.06,0.0,0.0,1.0,0.0,dos,dos
1,55,2,0,259,0.0,0.07,255,11,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,45,1,0,219,0.0,0.08,255,7,0.03,0.09,0.0,0.0,0.0,1.0,dos,dos
1,19,1,0,215,0.0,0.07,255,8,0.03,0.07,0.0,0.0,0.0,1.0,dos,dos
0,14,9,1032,122,0.0,0.0,255,244,0.96,0.04,0.96,0.0,0.03,0.01,dos,dos
1,45,1,0,202,0.0,0.06,255,9,0.04,0.07,0.0,0.0,0.0,1.0,dos,dos
1,55,5,0,1,1.0,0.0,166,86,0.34,0.02,0.01,0.02,1.0,0.0,outlier,dos
1,45,5,0,120,1.0,0.07,255,17,0.07,0.05,0.0,0.0,1.0,0.0,dos,dos
0,14,9,1008,107,0.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,dos,dos
1,45,1,0,102,0.0,0.07,255,16,0.06,0.07,0.0,0.0,0.0,1.0,dos,dos
1,49,9,2599,3,0.0,0.0,255,218,0.85,0.13,0.0,0.0,0.0,0.13,outlier,dos
1,22,4,16384,5,0.0,0.0,255,230,0.9,0.01,0.0,0.0,0.0,0.02,dos,dos
1,45,1,0,251,0.0,0.06,255,14,0.05,0.06,0.0,0.0,0.0,1.0,dos,dos
1,54,5,0,266,1.0,0.06,255,5,0.02,0.06,0.0,0.0,1.0,0.0,dos,dos
1,26,1,0,112,0.0,0.06,255,17,0.07,0.06,0.0,0.0,0.0,1.0,dos,dos
