protocol_type,service,flag,src_bytes,count,serror_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_rerror_rate
1,22,9,293,5,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,121,1,0.0,0.0,255,39,0.15,0.02,0.0,0.0,0.0,0.01
1,3,9,14,1,0.0,0.0,70,8,0.06,0.09,0.01,0.25,0.0,0.0
1,22,4,55044,71,0.01,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.27
1,55,9,120,1,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.02
1,22,9,328,5,0.0,0.0,25,255,1.0,0.0,0.04,0.01,0.0,0.0
1,22,9,348,3,0.0,0.0,45,255,1.0,0.0,0.02,0.01,0.0,0.0
1,43,9,28,1,0.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.02
1,22,9,286,2,0.0,0.0,2,2,1.0,0.0,0.5,0.0,0.0,0.0
1,22,9,210,1,0.0,0.0,95,255,1.0,0.0,0.01,0.03,0.0,0.0
1,22,9,327,2,0.0,0.0,255,126,0.49,0.02,0.0,0.0,0.0,0.0
1,22,9,328,3,0.0,0.0,43,255,1.0,0.0,0.02,0.02,0.0,0.0
1,22,9,223,14,0.0,0.0,14,255,1.0,0.0,0.07,0.04,0.0,0.0
0,58,9,36,1,0.0,0.0,204,54,0.26,0.04,0.26,0.0,0.01,0.0
1,22,9,307,2,0.0,0.0,52,251,1.0,0.0,0.02,0.04,0.0,0.0
1,40,9,6601,19,0.05,0.21,255,1,0.0,0.02,0.11,0.0,0.0,0.0
1,43,9,28,1,0.0,0.0,239,220,0.92,0.01,0.0,0.0,0.0,0.04
1,22,9,221,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,263,1,0.0,0.0,164,255,1.0,0.0,0.01,0.02,0.0,0.0
1,55,8,0,1,1.0,0.0,255,115,0.45,0.03,0.0,0.0,0.15,0.11
1,22,9,248,21,0.0,0.0,147,255,1.0,0.0,0.01,0.04,0.0,0.0
1,22,5,0,62,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.81,0.16
2,45,9,105,2,0.0,0.0,250,248,0.99,0.01,0.0,0.0,0.0,0.0
1,22,9,251,4,0.0,0.0,75,255,1.0,0.0,0.01,0.03,0.0,0.0
1,22,9,223,2,0.0,0.0,82,255,1.0,0.0,0.01,0.03,0.0,0.0
1,49,9,1103,1,0.0,0.0,255,2,0.01,0.01,0.0,0.0,0.01,0.05
1,22,9,161,1,0.0,0.0,1,255,1.0,0.0,1.0,0.03,0.0,0.0
1,19,9,8737,2,0.0,0.0,123,67,0.28,0.02,0.28,0.03,0.0,0.02
1,22,9,262,1,0.0,0.0,24,154,1.0,0.0,0.04,0.02,0.04,0.0
1,55,9,120,2,0.0,0.0,255,98,0.38,0.02,0.0,0.0,0.0,0.01
1,22,9,310,2,0.0,0.0,25,255,1.0,0.0,0.04,0.05,0.0,0.0
1,22,9,253,3,0.0,0.0,87,246,1.0,0.0,0.01,0.03,0.0,0.0
2,11,9,46,201,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,9,281,15,0.0,0.0,112,255,1.0,0.0,0.01,0.04,0.0,0.0
1,22,9,266,10,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,307,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,40,9,1,205,0.0,1.0,255,1,0.0,0.82,0.99,0.0,0.0,0.0
2,45,9,105,2,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,359,2,0.0,0.0,2,255,1.0,0.0,0.5,0.01,0.0,0.0
1,22,9,209,1,0.0,0.0,38,255,1.0,0.0,0.03,0.03,0.0,0.0
1,22,9,320,3,0.0,0.0,240,255,1.0,0.0,0.0,0.02,0.0,0.0
1,22,9,167,3,0.0,0.0,7,255,1.0,0.0,0.14,0.02,0.0,0.0
1,43,9,28,1,0.0,0.0,255,214,0.84,0.02,0.0,0.0,0.0,0.04
1,49,9,2599,3,0.0,0.0,255,20,0.08,0.16,0.0,0.0,0.0,0.9
1,22,9,284,4,0.0,0.0,162,255,1.0,0.0,0.01,0.02,0.01,0.0
1,22,9,327,9,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,209,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,171,1,0.0,0.0,42,255,1.0,0.0,0.02,0.05,0.0,0.0
1,22,9,227,2,0.0,0.0,117,255,1.0,0.0,0.01,0.02,0.0,0.0
2,45,9,47,2,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0
1,22,9,233,28,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,303,3,0.0,0.0,36,255,1.0,0.0,0.03,0.04,0.0,0.0
1,22,5,0,70,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.41,0.58
1,19,9,12,1,0.0,0.0,20,3,0.15,0.1,0.15,0.0,0.0,0.0
1,22,9,287,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,18,9,164,1,0.0,0.0,14,13,0.93,0.14,0.07,0.0,0.0,0.0
2,40,9,146,1,0.0,0.0,9,4,0.44,0.44,1.0,0.0,0.0,0.0
1,49,9,2599,2,0.0,0.0,255,37,0.15,0.16,0.0,0.0,0.0,0.84
2,11,9,44,172,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
1,22,9,316,11,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,233,4,0.0,0.0,35,255,1.0,0.0,0.03,0.04,0.0,0.0
2,45,9,105,4,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0
1,22,9,330,1,0.0,0.0,2,255,1.0,0.0,0.5,0.05,0.0,0.0
1,18,9,164,1,0.0,0.0,255,45,0.18,0.02,0.0,0.0,0.0,0.52
1,22,9,54540,2,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0
1,22,4,72564,11,0.0,0.0,255,237,0.93,0.01,0.0,0.0,0.0,0.18
1,22,9,202,11,0.0,0.0,11,255,1.0,0.0,0.09,0.07,0.0,0.0
1,22,9,213,8,0.0,0.0,8,255,1.0,0.0,0.12,0.02,0.0,0.0
1,19,9,283618,2,0.0,0.0,8,14,1.0,0.0,1.0,0.14,0.0,0.0
1,22,9,231,4,0.0,0.0,255,246,0.96,0.01,0.0,0.0,0.0,0.0
1,22,9,223,2,0.0,0.0,249,255,1.0,0.0,0.0,0.01,0.0,0.0
1,22,9,266,12,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,5,0,33,0.82,0.0,255,255,1.0,0.0,0.0,0.0,0.16,0.7
2,45,9,1,44,0.0,1.0,255,1,0.0,0.72,1.0,0.0,0.0,0.0
1,55,9,90,1,0.0,0.0,51,16,0.29,0.08,0.02,0.12,0.0,0.0
1,22,9,356,8,0.0,0.0,159,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,54540,4,0.0,0.0,255,243,0.95,0.01,0.0,0.0,0.0,0.06
1,22,9,181,1,0.0,0.0,106,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,4,56504,8,0.0,0.0,255,243,0.95,0.01,0.0,0.0,0.02,0.35
1,22,9,223,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,17,9,9,1,0.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0
2,45,9,1,82,0.0,0.79,255,1,0.0,0.73,1.0,0.0,0.0,0.0
1,22,9,311,15,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,233,1,0.0,0.0,1,255,1.0,0.0,1.0,0.01,0.0,0.0
1,49,9,1523,1,0.0,0.0,16,115,1.0,0.0,0.06,0.02,0.0,0.0
1,22,4,78404,77,0.03,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.42
1,22,9,206,6,0.0,0.0,70,255,1.0,0.0,0.01,0.07,0.0,0.0
2,11,9,45,215,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,46,66,0.0,0.0,255,255,1.0,0.0,0.25,0.0,0.0,0.0
2,11,9,44,195,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,19,9,3886954,1,0.0,0.0,255,190,0.75,0.03,0.75,0.0,0.01,0.0
2,45,9,1,103,0.0,0.57,255,1,0.0,0.86,1.0,0.0,0.0,0.0
1,22,9,161,1,0.0,0.0,196,196,1.0,0.0,0.01,0.0,0.0,0.0
1,18,9,159,1,0.0,0.0,255,84,0.33,0.03,0.0,0.0,0.02,0.02
1,22,9,210,11,0.0,0.0,11,102,1.0,0.0,0.09,0.04,0.0,0.0
1,22,9,231,7,0.0,0.0,35,255,1.0,0.0,0.03,0.03,0.0,0.0
1,19,9,12,1,0.0,0.0,7,29,1.0,0.0,1.0,0.14,0.0,0.0
1,22,9,189,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,396,12,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,18,9,160,1,0.0,0.0,255,5,0.02,0.36,0.0,0.0,0.0,0.96
1,22,9,54540,4,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.06
1,19,9,283618,2,0.0,0.0,6,28,1.0,0.0,1.0,0.14,0.0,0.0
0,58,9,36,1,0.0,0.0,255,69,0.27,0.02,0.27,0.0,0.0,0.0
1,49,9,2599,3,0.0,0.0,255,227,0.89,0.11,0.0,0.0,0.0,0.1
1,22,9,356,1,0.0,0.0,28,255,1.0,0.0,0.04,0.02,0.0,0.0
1,43,9,0,3,0.0,1.0,128,51,0.2,0.04,0.01,0.04,0.0,0.16
1,55,8,0,1,1.0,0.0,255,135,0.53,0.03,0.0,0.0,0.23,0.11
1,55,9,277,1,0.0,0.0,255,1,0.0,0.07,0.0,0.0,0.14,0.86
1,22,9,204,9,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,310,8,0.0,0.0,22,255,1.0,0.0,0.05,0.01,0.0,0.0
2,45,9,44,4,0.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0
2,45,9,42,3,0.0,0.0,255,254,1.0,0.01,0.02,0.0,0.0,0.0
1,55,9,0,1,0.0,0.0,255,119,0.47,0.03,0.0,0.0,0.16,0.11
1,18,9,26,1,0.0,0.0,255,128,0.5,0.03,0.0,0.0,0.0,0.0
1,22,9,325,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,226,6,0.0,0.0,6,236,1.0,0.0,0.17,0.03,0.0,0.0
1,22,9,291,9,0.0,0.0,9,255,1.0,0.0,0.11,0.02,0.0,0.0
1,17,9,7,1,0.0,0.0,20,12,0.15,0.15,0.05,0.25,0.0,0.0
1,43,9,28,2,0.0,1.0,255,236,0.93,0.01,0.0,0.0,0.0,0.04
1,22,9,323,9,0.0,0.0,47,255,1.0,0.0,0.02,0.06,0.0,0.0
1,49,9,1288,1,0.0,0.0,21,14,0.67,0.19,0.05,0.0,0.0,0.0
1,19,9,283618,2,0.0,0.0,29,6,0.21,0.07,0.21,0.0,0.0,0.0
1,22,9,168,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,238,57,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,298,8,0.0,0.0,8,105,1.0,0.0,0.12,0.07,0.0,0.0
2,11,9,42,4,0.0,0.0,255,251,0.98,0.01,0.02,0.0,0.0,0.0
1,22,9,259,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,44,143,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,209,6,0.0,0.0,72,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,263,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,45,9,52,506,0.0,0.0,255,254,1.0,0.01,0.76,0.0,0.0,0.0
1,49,9,2254,1,0.0,0.0,23,23,1.0,0.0,0.04,0.0,0.0,0.0
2,40,9,1,241,0.0,1.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0
1,22,9,221,10,0.0,0.0,10,255,1.0,0.0,0.1,0.05,0.0,0.0
1,19,9,283618,2,0.0,0.0,8,22,1.0,0.0,1.0,0.14,0.0,0.0
1,22,9,226,1,0.0,0.0,53,255,1.0,0.0,0.02,0.01,0.0,0.0
2,45,9,105,2,0.0,0.0,255,255,1.0,0.0,0.02,0.0,0.0,0.0
1,22,9,232,3,0.0,0.0,74,255,1.0,0.0,0.01,0.03,0.01,0.0
1,22,9,221,1,0.0,0.0,181,251,1.0,0.0,0.01,0.01,0.0,0.0
2,11,9,33,1,0.0,0.0,39,33,0.85,0.05,0.03,0.0,0.0,0.0
2,45,9,54,509,0.0,0.0,255,255,1.0,0.0,0.86,0.0,0.0,0.0
1,55,2,125,1,0.0,0.0,255,57,0.22,0.02,0.0,0.0,0.0,0.01
1,22,9,308,19,0.0,0.0,122,255,1.0,0.0,0.01,0.04,0.0,0.0
1,43,9,32,1,0.0,0.0,255,242,0.95,0.02,0.0,0.0,0.0,0.02
1,18,9,95,1,0.0,0.0,247,90,0.36,0.03,0.0,0.0,0.0,0.0
1,22,9,207,18,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,49,9,2599,3,0.0,0.0,255,246,0.96,0.04,0.0,0.0,0.0,0.04
1,19,9,151,2,0.0,0.0,115,55,0.23,0.21,0.4,0.05,0.01,0.01
1,22,9,241,6,0.0,0.0,26,255,1.0,0.0,0.04,0.06,0.04,0.0
2,40,9,1,101,0.0,1.0,255,1,0.0,1.0,1.0,0.0,0.0,0.0
1,43,9,32,1,0.0,0.0,158,140,0.88,0.02,0.01,0.01,0.0,0.06
1,55,9,125,1,0.0,0.0,255,139,0.55,0.02,0.0,0.0,0.0,0.02
1,49,9,2599,2,0.0,0.0,255,42,0.16,0.16,0.0,0.0,0.0,0.82
1,55,9,0,1,0.0,0.0,255,89,0.35,0.02,0.0,0.0,0.64,0.01
1,22,9,162,2,0.0,0.0,2,255,1.0,0.0,0.5,0.04,0.0,0.0
1,22,9,233,8,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,42,97,0.0,0.0,191,119,0.62,0.02,0.01,0.0,0.0,0.0
1,22,9,306,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,300,7,0.0,0.0,255,239,0.94,0.02,0.0,0.0,0.0,0.04
1,22,9,235,6,0.0,0.0,70,255,1.0,0.0,0.01,0.02,0.0,0.0
1,49,9,1143,1,0.0,0.0,239,190,0.73,0.03,0.0,0.01,0.0,0.05
1,22,9,294,8,0.0,0.0,189,255,1.0,0.0,0.01,0.05,0.0,0.0
1,22,9,199,40,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,225,7,0.0,0.0,156,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,192,2,0.0,0.0,80,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,247,16,0.0,0.0,132,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,280,5,0.0,0.0,5,255,1.0,0.0,0.2,0.02,0.0,0.0
1,22,9,245,19,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,49,9,2776,1,0.0,0.0,134,180,0.66,0.04,0.01,0.01,0.0,0.0
1,22,9,285,2,0.0,0.0,76,255,1.0,0.0,0.01,0.02,0.0,0.0
2,45,9,44,3,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0
2,45,9,1,123,0.0,0.68,255,1,0.0,0.86,1.0,0.0,0.0,0.0
1,22,5,0,48,0.88,0.0,255,255,1.0,0.0,0.0,0.0,0.22,0.7
1,55,9,125,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.02
1,55,9,0,1,0.0,0.0,255,71,0.28,0.02,0.0,0.0,0.73,0.01
1,55,9,0,1,0.0,0.0,255,229,0.9,0.11,0.0,0.0,0.5,0.11
1,55,8,0,1,1.0,0.0,255,83,0.33,0.03,0.0,0.0,0.02,0.11
1,49,9,1536,1,0.0,0.0,159,132,0.62,0.04,0.01,0.02,0.0,0.01
1,22,9,304,12,0.0,0.0,96,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,54540,2,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.01
2,45,9,53,461,0.0,0.0,255,255,1.0,0.0,0.93,0.0,0.0,0.0
2,45,9,105,1,0.0,0.0,160,158,0.99,0.01,0.01,0.0,0.0,0.0
1,22,9,231,2,0.0,0.0,106,255,1.0,0.0,0.01,0.01,0.0,0.0
1,22,9,291,17,0.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0
2,45,9,1,20,0.0,0.4,255,2,0.01,0.72,0.98,0.0,0.0,0.02
1,22,9,298,6,0.0,0.0,134,255,1.0,0.0,0.01,0.04,0.0,0.0
1,22,4,72564,8,0.0,0.0,255,243,0.95,0.01,0.0,0.0,0.02,0.31
1,22,9,321,2,0.0,0.0,18,255,1.0,0.0,0.06,0.02,0.0,0.0
2,45,9,105,1,0.0,0.0,255,251,0.98,0.01,0.0,0.0,0.0,0.0
1,22,9,220,13,0.0,0.0,101,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,311,15,0.0,0.0,15,239,1.0,0.0,0.07,0.03,0.0,0.0
1,43,9,28,1,0.0,0.0,255,222,0.87,0.04,0.0,0.0,0.0,0.0
1,22,9,189,1,0.0,0.0,4,255,1.0,0.0,0.25,0.01,0.0,0.0
2,11,9,46,140,0.0,0.01,255,254,1.0,0.01,0.0,0.0,0.0,0.0
1,22,9,269,4,0.0,0.0,242,255,1.0,0.0,0.0,0.01,0.0,0.0
1,22,5,0,38,0.84,0.0,255,255,1.0,0.0,0.0,0.0,0.18,0.7
1,19,9,615,2,0.0,0.0,255,68,0.27,0.02,0.27,0.0,0.0,0.01
2,11,9,45,131,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,324,20,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
2,11,9,45,379,0.0,0.01,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,309,9,0.0,0.0,30,129,1.0,0.0,0.03,0.05,0.0,0.0
1,22,9,316,4,0.0,0.0,32,227,1.0,0.0,0.03,0.06,0.0,0.0
1,22,9,342,1,0.0,0.0,205,255,1.0,0.0,0.0,0.01,0.0,0.0
1,19,9,12,1,0.0,0.0,114,50,0.04,0.05,0.04,0.04,0.01,0.01
1,49,9,869,1,0.0,0.0,154,137,0.39,0.05,0.01,0.01,0.01,0.02
1,19,9,12,2,0.0,0.0,16,16,1.0,0.0,1.0,0.0,0.0,0.0
1,22,9,247,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,56504,71,0.03,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.4
1,22,9,309,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,328,15,0.0,0.0,27,255,1.0,0.0,0.04,0.02,0.0,0.0
2,11,9,6,3,0.0,0.0,149,3,0.02,0.04,0.01,0.0,0.0,0.0
1,55,9,124,1,0.0,0.0,255,29,0.11,0.02,0.0,0.0,0.0,0.0
1,22,4,55744,27,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.01,0.59
1,55,8,0,1,1.0,0.0,255,152,0.6,0.02,0.0,0.0,0.54,0.01
1,22,9,271,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,218,7,0.0,0.0,38,255,1.0,0.0,0.03,0.04,0.0,0.0
1,22,9,149,3,0.0,0.0,12,251,1.0,0.0,0.08,0.06,0.0,0.0
1,55,9,0,1,0.0,0.0,255,175,0.69,0.02,0.0,0.0,0.45,0.01
2,45,9,28,18,0.0,0.0,255,18,0.07,0.02,0.07,0.0,0.0,0.0
1,49,9,1586,1,0.0,0.0,255,115,0.45,0.02,0.0,0.0,0.0,0.0
1,22,9,266,1,0.0,0.0,51,255,1.0,0.0,0.02,0.03,0.0,0.0
1,22,9,193,4,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,292,6,0.0,0.0,6,250,1.0,0.0,0.17,0.06,0.0,0.0
1,55,8,121,1,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.02
1,43,9,30,1,0.0,0.0,255,252,0.99,0.01,0.0,0.0,0.0,0.0
1,22,9,319,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.0
1,22,9,305,32,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,214,24,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,181,1,0.0,0.0,4,254,1.0,0.0,0.25,0.07,0.0,0.0
1,22,8,56504,9,0.44,0.0,255,242,0.95,0.01,0.0,0.0,0.02,0.22
1,22,9,297,4,0.0,0.0,113,255,1.0,0.0,0.01,0.03,0.0,0.0
1,55,9,0,1,0.0,0.0,255,87,0.34,0.02,0.0,0.0,0.64,0.01
1,55,9,2773,1,0.0,0.0,5,3,0.6,0.4,0.2,0.0,0.0,0.0
1,22,9,359,3,0.0,0.0,6,255,1.0,0.0,0.17,0.04,0.0,0.0
1,22,9,295,1,0.0,0.0,12,238,1.0,0.0,0.08,0.05,0.0,0.0
1,22,9,54540,2,0.0,0.0,255,250,0.98,0.01,0.0,0.0,0.0,0.01
1,18,9,26,1,0.0,0.0,224,112,0.5,0.03,0.0,0.0,0.0,0.0
1,55,9,128,1,0.0,0.0,255,231,0.91,0.02,0.0,0.0,0.0,0.02
1,19,9,383,1,0.0,0.0,24,21,0.12,0.17,0.12,0.14,0.0,0.0
1,22,9,155,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,224,10,0.0,0.0,43,255,1.0,0.0,0.02,0.02,0.0,0.0
1,22,9,351,13,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,336,13,0.0,0.0,65,255,1.0,0.0,0.02,0.03,0.0,0.0
1,22,9,305,3,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,335,20,0.0,0.0,84,255,1.0,0.0,0.01,0.06,0.0,0.0
2,45,9,46,3,0.0,0.0,255,253,0.99,0.01,0.0,0.0,0.0,0.0
1,22,9,191,7,0.0,0.0,29,255,1.0,0.0,0.03,0.05,0.0,0.0
1,22,9,317,2,0.0,0.0,166,255,1.0,0.0,0.01,0.02,0.0,0.0
1,22,9,159,1,0.0,0.0,60,229,1.0,0.0,0.02,0.04,0.0,0.0
1,22,9,215,28,0.0,0.0,28,255,1.0,0.0,0.04,0.06,0.0,0.0
1,19,9,283618,2,0.0,0.0,8,30,1.0,0.0,1.0,0.17,0.0,0.0
1,22,9,401,6,0.0,0.0,40,255,1.0,0.0,0.03,0.07,0.0,0.0
1,22,9,352,10,0.0,0.0,115,255,1.0,0.0,0.01,0.04,0.0,0.0
2,45,9,1,83,0.0,0.78,255,7,0.03,0.72,0.95,0.0,0.0,0.05
1,22,4,72564,8,0.0,0.0,255,244,0.96,0.01,0.0,0.0,0.02,0.48
1,22,9,295,15,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,18,9,161,1,0.0,0.0,255,4,0.02,0.02,0.0,0.0,0.33,0.04
2,45,9,53,511,0.0,0.0,255,255,1.0,0.0,0.87,0.0,0.0,0.0
1,22,9,371,12,0.0,0.0,123,255,1.0,0.0,0.01,0.03,0.0,0.0
2,45,9,105,4,0.0,0.5,255,253,0.99,0.01,0.0,0.0,0.0,0.0
1,22,9,234,3,0.0,0.0,255,227,0.89,0.02,0.0,0.0,0.0,0.0
1,22,9,234,1,0.0,0.0,38,255,1.0,0.0,0.03,0.05,0.0,0.0
1,22,9,250,2,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,319,13,0.0,0.0,228,255,1.0,0.0,0.0,0.01,0.0,0.0
2,11,9,45,74,0.0,0.03,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,227,1,0.0,0.0,9,247,1.0,0.0,0.11,0.06,0.0,0.0
1,22,9,337,5,0.0,0.0,31,255,1.0,0.0,0.03,0.04,0.03,0.0
0,14,9,72,3,0.0,0.0,138,4,0.03,0.06,0.03,0.0,0.0,0.0
2,11,9,46,117,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,55,9,124,2,0.0,0.0,255,254,1.0,0.01,0.0,0.0,0.01,0.02
1,24,2,0,1,0.0,0.0,152,60,0.26,0.03,0.01,0.03,0.0,0.91
2,11,9,36,2,0.0,0.0,15,67,1.0,0.0,1.0,0.04,0.0,0.0
1,22,9,294,10,0.0,0.0,36,255,1.0,0.0,0.03,0.03,0.0,0.0
2,45,9,42,4,0.0,0.0,255,253,0.99,0.01,0.01,0.0,0.0,0.0
1,55,9,0,1,0.0,0.0,255,169,0.66,0.02,0.0,0.0,0.49,0.01
1,19,9,366,2,0.0,0.0,53,16,0.23,0.28,0.23,0.12,0.0,0.06
1,22,9,312,2,0.0,0.0,98,255,1.0,0.0,0.01,0.03,0.0,0.0
2,11,9,46,159,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,318,4,0.0,0.0,4,255,1.0,0.0,0.25,0.04,0.0,0.0
1,22,9,345,2,0.0,0.0,72,255,1.0,0.0,0.01,0.01,0.0,0.0
1,19,9,12,1,0.0,0.0,4,11,0.75,0.5,0.75,0.18,0.0,0.0
1,22,9,294,5,0.0,0.0,5,255,1.0,0.0,0.2,0.04,0.0,0.0
1,22,9,54540,3,0.0,0.0,255,248,0.97,0.01,0.0,0.0,0.0,0.06
1,22,9,312,6,0.0,0.0,108,255,1.0,0.0,0.01,0.01,0.0,0.0
1,49,9,1512,1,0.0,0.0,19,116,0.84,0.16,0.05,0.02,0.0,0.0
1,22,9,300,22,0.0,0.0,119,255,1.0,0.0,0.01,0.02,0.0,0.0
1,18,9,162,1,0.0,0.0,255,3,0.01,0.15,0.0,0.0,0.45,0.15
2,11,9,36,1,0.0,0.0,29,211,0.79,0.07,0.79,0.01,0.0,0.21
1,22,9,297,1,0.0,0.0,68,255,1.0,0.0,0.01,0.04,0.0,0.0
1,22,9,249,12,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,4,74464,30,0.07,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.59
1,55,9,125,2,0.0,0.0,255,89,0.35,0.02,0.0,0.0,0.0,0.01
1,55,9,127,1,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.02
1,22,9,325,11,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,22,9,363,6,0.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0
1,49,9,2599,3,0.0,0.0,255,244,0.96,0.04,0.0,0.0,0.0,0.04
1,22,9,204,6,0.0,0.0,145,255,1.0,0.0,0.01,0.04,0.0,0.0
1,55,9,0,1,0.0,0.0,255,79,0.31,0.02,0.0,0.0,0.69,0.01
1,22,9,286,2,0.0,0.0,142,255,1.0,0.0,0.01,0.02,0.0,0.0
1,55,2,150,1,0.0,0.0,24,1,0.04,0.08,0.04,0.0,0.0,0.04
